model_id,model_make_id,model_name,model_trim,model_year,model_body,model_engine_position,model_engine_cc,model_engine_cyl,model_engine_type,model_engine_fuel,model_transmission_type,model_drive,car_age,engine_size_category,is_high_cyl,is_automatic,top_speed_kmh,acceleration_0_100_sec,co2_emissions_gpkm,safety_rating,num_doors
58900,BMW,3 Series,328i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2014,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Medium,0,1,250,5.8,149,5,4
58895,BMW,3 Series,328i xDrive 4dr Wagon AWD (2.0L 4cyl Turbo 8A),2014,Small Station Wagons,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Medium,0,1,250,5.8,149,5,4
58904,BMW,3 Series,328i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2014,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Medium,0,1,250,5.8,149,5,4
58899,BMW,3 Series,335i 4dr Sedan (3.0L 6cyl Turbo 8A),2014,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,250,5.8,149,5,4
58907,BMW,3 Series,335i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2014,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,250,5.8,149,5,4
58896,BMW,3 Series,ActiveHybrid 3 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A,2014,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,250,5.8,149,5,4
58909,BMW,3 Series Gran Turismo,328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),2014,Large Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Medium,0,1,250,5.8,149,5,4
58908,BMW,3 Series Gran Turismo,335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),2014,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,250,5.8,149,5,4
58915,BMW,4 Series,428i 2dr Coupe (2.0L 4cyl Turbo 8A),2014,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Medium,0,1,220,7.0,160,4,4
58914,BMW,4 Series,428i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),2014,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Medium,0,1,220,7.0,160,4,4
58911,BMW,4 Series,428i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2014,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Medium,0,1,220,7.0,160,4,4
58913,BMW,4 Series,428i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2014,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Medium,0,1,220,7.0,160,4,4
58910,BMW,4 Series,435i 2dr Coupe (3.0L 6cyl Turbo 8A),2014,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58912,BMW,4 Series,435i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2014,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58921,BMW,5 Series,528i 4dr Sedan (2.0L 4cyl Turbo 8A),2014,Midsize Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Medium,0,1,250,5.2,155,5,4
58923,BMW,5 Series,528i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2014,Midsize Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Medium,0,1,250,5.2,155,5,4
58918,BMW,5 Series,535d 4dr Sedan (3.0L 6cyl Turbodiesel 8A),2014,Midsize Cars,Front,3000,6,Inline,Diesel,Automatic,Rear Wheel Drive,11,Large,1,1,250,5.2,155,5,4
58919,BMW,5 Series,535d xDrive 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),2014,Midsize Cars,Front,3000,6,Inline,Diesel,Automatic,All Wheel Drive,11,Large,1,1,250,5.2,155,5,4
58916,BMW,5 Series,535i 4dr Sedan (3.0L 6cyl Turbo 8A),2014,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,250,5.2,155,5,4
58922,BMW,5 Series,535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2014,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,250,5.2,155,5,4
58917,BMW,5 Series,550i 4dr Sedan (4.4L 8cyl Turbo 8A),2014,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,250,5.2,155,5,4
58920,BMW,5 Series,550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2014,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,250,5.2,155,5,4
58926,BMW,5 Series Gran Turismo,535i 4dr Hatchback (3.0L 6cyl Turbo 8A),2014,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,250,5.2,155,5,4
58925,BMW,5 Series Gran Turismo,535i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),2014,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,250,5.2,155,5,4
58924,BMW,5 Series Gran Turismo,550i 4dr Hatchback (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,250,5.2,155,5,4
58927,BMW,5 Series Gran Turismo,550i xDrive 4dr Hatchback AWD (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,250,5.2,155,5,4
58934,BMW,6 Series,640i 2dr Convertible (3.0L 6cyl Turbo 8A),2014,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58928,BMW,6 Series,640i 2dr Coupe (3.0L 6cyl Turbo 8A),2014,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58930,BMW,6 Series,640i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),2014,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58931,BMW,6 Series,640i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2014,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58932,BMW,6 Series,650i 2dr Convertible (4.4L 8cyl Turbo 8A),2014,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58929,BMW,6 Series,650i 2dr Coupe (4.4L 8cyl Turbo 8A),2014,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58935,BMW,6 Series,650i xDrive 2dr Convertible AWD (4.4L 8cyl Turbo 8A),2014,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58933,BMW,6 Series,650i xDrive 2dr Coupe AWD (4.4L 8cyl Turbo 8A),2014,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58937,BMW,6 Series Gran Coupe,640i 4dr Sedan (3.0L 6cyl Turbo 8A),2014,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58936,BMW,6 Series Gran Coupe,640i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2014,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58939,BMW,6 Series Gran Coupe,650i 4dr Sedan (4.4L 8cyl Turbo 8A),2014,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58938,BMW,6 Series Gran Coupe,650i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2014,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58941,BMW,7 Series,740i 4dr Sedan (3.0L 6cyl Turbo 8A),2014,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,250,5.4,170,5,4
58944,BMW,7 Series,740Li 4dr Sedan (3.0L 6cyl Turbo 8A),2014,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,250,5.4,170,5,4
58940,BMW,7 Series,740Li xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2014,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,250,5.4,170,5,4
58943,BMW,7 Series,750i 4dr Sedan (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,250,5.4,170,5,4
58946,BMW,7 Series,750i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,250,5.4,170,5,4
58945,BMW,7 Series,750Li 4dr Sedan (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,250,5.4,170,5,4
58942,BMW,7 Series,750Li xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,250,5.4,170,5,4
58947,BMW,7 Series,760Li 4dr Sedan (6.0L 12cyl Turbo 8A),2014,Large Cars,Front,6000,12,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,250,5.4,170,5,4
58948,BMW,ActiveHybrid 5,4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A),2014,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58949,BMW,ActiveHybrid 7,740Li 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A),2014,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58951,BMW,ALPINA B7,LWB 4dr Sedan (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58953,BMW,ALPINA B7,LWB xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58952,BMW,ALPINA B7,SWB 4dr Sedan (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58950,BMW,ALPINA B7,SWB xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2014,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58954,BMW,M5,4dr Sedan (4.4L 8cyl Turbo 7AM),2014,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,11,Very Large,1,0,220,7.0,160,4,4
58956,BMW,M6,2dr Convertible (4.4L 8cyl Turbo 7AM),2014,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,11,Very Large,1,0,220,7.0,160,4,4
58955,BMW,M6,2dr Coupe (4.4L 8cyl Turbo 7AM),2014,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,11,Very Large,1,0,220,7.0,160,4,4
58957,BMW,M6 Gran Coupe,4dr Sedan (4.4L 8cyl Turbo 7AM),2014,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,11,Very Large,1,0,220,7.0,160,4,4
58958,BMW,X1,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),2014,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Medium,0,1,216,7.7,131,5,5
58960,BMW,X1,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2014,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Medium,0,1,216,7.7,131,5,5
58959,BMW,X1,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 6A),2014,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,216,7.7,131,5,5
58962,BMW,X3,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2014,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Medium,0,1,220,7.0,160,4,4
58961,BMW,X3,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2014,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58963,BMW,X4,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2014,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58965,BMW,X5,sDrive35i 4dr SUV (3.0L 6cyl Turbo 8A),2014,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,11,Large,1,1,243,5.5,180,5,5
58967,BMW,X5,xDrive35d 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2014,Sport Utility Vehicles,Front,3000,6,Inline,Diesel,Automatic,All Wheel Drive,11,Large,1,1,243,5.5,180,5,5
58966,BMW,X5,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2014,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,243,5.5,180,5,5
58964,BMW,X5,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),2014,Sport Utility Vehicles,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,243,5.5,180,5,5
58968,BMW,X6,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2014,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Large,1,1,220,7.0,160,4,4
58969,BMW,X6,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),2014,Sport Utility Vehicles,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58970,BMW,X6 M,4dr SUV AWD (4.4L 8cyl Turbo 6A),2014,Sport Utility Vehicles,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,11,Very Large,1,1,220,7.0,160,4,4
58972,BMW,Z4,sDrive28i 2dr Convertible (2.0L 4cyl Turbo 6M),2014,Two Seaters,Front,2000,4,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive,11,Medium,0,0,250,5.0,160,4,2
58973,BMW,Z4,sDrive35i 2dr Convertible (3.0L 6cyl Turbo 6M),2014,Two Seaters,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive,11,Large,1,0,250,5.0,160,4,2
58971,BMW,Z4,sDrive35is 2dr Convertible (3.0L 6cyl Turbo 7AM),2014,Two Seaters,Front,3000,6,Inline,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,11,Large,1,0,250,5.0,160,4,2
61064,BMW,2 Series,228i 2dr Convertible (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62339,BMW,2 Series,228i 2dr Coupe (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62340,BMW,2 Series,228i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
63492,BMW,2 Series,228i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62342,BMW,2 Series,228i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62341,BMW,2 Series,228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
63493,BMW,2 Series,M235i 2dr Convertible (3.0L 6cyl Turbo 8A),2015,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Large,1,1,220,7.0,160,4,4
62343,BMW,2 Series,M235i 2dr Coupe (3.0L 6cyl Turbo 8A),2015,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Large,1,1,220,7.0,160,4,4
62344,BMW,2 Series,M235i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2015,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Large,1,1,220,7.0,160,4,4
62034,BMW,3 Series,320i 4dr Sedan (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62035,BMW,3 Series,320i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62040,BMW,3 Series,328d 4dr Sedan (2.0L 4cyl Turbodiesel 8A),2015,Compact Cars,Front,2000,4,Inline,Diesel,Automatic,Rear Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62041,BMW,3 Series,328d xDrive 4dr Sedan AWD (2.0L 4cyl Turbodiesel 8A),2015,Compact Cars,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62046,BMW,3 Series,328d xDrive 4dr Wagon AWD (2.0L 4cyl Turbodiesel 8A),2015,Small Station Wagons,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62036,BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62037,BMW,3 Series,328i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62038,BMW,3 Series,328i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62045,BMW,3 Series,328i xDrive 4dr Wagon AWD (2.0L 4cyl Turbo 8A),2015,Small Station Wagons,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62039,BMW,3 Series,328i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62042,BMW,3 Series,335i 4dr Sedan (3.0L 6cyl Turbo 8A),2015,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Large,1,1,250,5.8,149,5,4
62043,BMW,3 Series,335i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2015,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Large,1,1,250,5.8,149,5,4
62044,BMW,3 Series,ActiveHybrid 3 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A,2015,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Large,1,1,250,5.8,149,5,4
62306,BMW,3 Series Gran Turismo,328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),2015,Large Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62307,BMW,3 Series Gran Turismo,328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),2015,Large Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,250,5.8,149,5,4
62308,BMW,3 Series Gran Turismo,335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),2015,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Large,1,1,250,5.8,149,5,4
62079,BMW,4 Series,428i 2dr Convertible (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62076,BMW,4 Series,428i 2dr Coupe (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62080,BMW,4 Series,428i SULEV 2dr Convertible (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62085,BMW,4 Series,428i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62081,BMW,4 Series,428i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62086,BMW,4 Series,428i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62082,BMW,4 Series,428i xDrive SULEV 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62087,BMW,4 Series,428i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
62083,BMW,4 Series,435i 2dr Convertible (3.0L 6cyl Turbo 8A),2015,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Large,1,1,220,7.0,160,4,4
62077,BMW,4 Series,435i 2dr Coupe (3.0L 6cyl Turbo 8A),2015,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Large,1,1,220,7.0,160,4,4
62084,BMW,4 Series,435i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),2015,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Large,1,1,220,7.0,160,4,4
62078,BMW,4 Series,435i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2015,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Large,1,1,220,7.0,160,4,4
61611,BMW,4 Series Gran Coupe,428i 4dr Sedan (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
61065,BMW,4 Series Gran Coupe,428i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
61610,BMW,4 Series Gran Coupe,428i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
61609,BMW,4 Series Gran Coupe,428i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,220,7.0,160,4,4
61608,BMW,4 Series Gran Coupe,435i 4dr Sedan (3.0L 6cyl Turbo 8A),2015,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Large,1,1,220,7.0,160,4,4
61856,BMW,4 Series Gran Coupe,435i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2015,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Large,1,1,220,7.0,160,4,4
62126,BMW,5 Series,528i 4dr Sedan (2.0L 4cyl Turbo 8A),2015,Midsize Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,10,Medium,0,1,250,5.2,155,5,4
62127,BMW,5 Series,528i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Midsize Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,10,Medium,0,1,250,5.2,155,5,4
62132,BMW,5 Series,535d 4dr Sedan (3.0L 6cyl Turbodiesel 8A),2015,Midsize Cars,Front,3000,6,Inline,Diesel,Automatic,Rear Wheel Drive,10,Large,1,1,250,5.2,155,5,4
